run_id,symbol,segment,direction,regime_label,entry_time,exit_time,bars_held,rsi14,bb_pct_b,funding_rate,fear_greed,pnl_pct,r_multiple,mfe_r,mae_r,win,exit_reason
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-03-30T02:00:00+00:00,2025-03-31T00:00:00+00:00,23,60.6,1.176,-5.931e-05,32.0,2.943,1.441,2.46,0.53,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-04-08T11:00:00+00:00,2025-04-08T17:00:00+00:00,7,59.6,1.064,-0.00018793,24.0,5.272,1.467,2.19,0.22,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-05-06T18:00:00+00:00,2025-05-08T01:00:00+00:00,32,58.3,1.065,3.011e-05,59.0,0.616,0.416,1.19,0.95,1,STOP_LOSS+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-05-18T05:00:00+00:00,2025-05-18T14:00:00+00:00,10,58.2,1.021,3.27e-05,74.0,-1.531,-1.11,0.49,1.69,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-05-25T22:00:00+00:00,2025-05-27T01:00:00+00:00,28,61.8,1.085,-6.308e-05,74.0,1.52,1.388,2.77,0.83,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-05-31T16:00:00+00:00,2025-06-01T09:00:00+00:00,18,59.8,1.033,6.3e-06,50.0,2.141,1.419,2.05,0.47,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-06-14T08:00:00+00:00,2025-06-14T16:00:00+00:00,9,58.6,1.043,-2.518e-05,63.0,1.758,1.402,2.07,0.25,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-06-23T19:00:00+00:00,2025-06-23T22:00:00+00:00,4,59.7,1.057,-4.243e-05,47.0,-2.349,-1.07,0.25,2.49,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-08-20T19:00:00+00:00,2025-08-21T19:00:00+00:00,25,61.3,1.273,7.329e-05,44.0,2.864,1.439,2.31,0.01,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-08-26T16:00:00+00:00,2025-08-26T19:00:00+00:00,4,60.4,1.002,9.633e-05,48.0,-1.691,-1.099,0.65,2.77,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-08-31T00:00:00+00:00,2025-08-31T23:00:00+00:00,24,60.3,1.164,-5.81e-06,48.0,1.37,1.376,2.62,0.86,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-10-08T17:00:00+00:00,2025-10-09T01:00:00+00:00,9,61.5,1.365,3.718e-05,60.0,1.598,1.393,2.06,0.16,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-10-12T15:00:00+00:00,2025-10-12T20:00:00+00:00,6,61.2,1.22,-9.372e-05,24.0,-3.22,-1.05,0.68,1.25,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-07T16:00:00+00:00,2025-11-07T17:00:00+00:00,2,59.0,1.105,-6.171e-05,24.0,-2.448,-1.067,1.21,1.45,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-07T17:00:00+00:00,2025-11-07T20:00:00+00:00,4,66.5,1.275,1.913e-05,24.0,-2.654,-1.062,1.02,1.1,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-18T16:00:00+00:00,2025-11-19T14:00:00+00:00,23,59.5,1.089,5.896e-05,11.0,3.67,1.453,2.27,0.28,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-02T14:00:00+00:00,2025-12-02T15:00:00+00:00,2,68.2,1.37,1.713e-05,23.0,-1.774,-1.094,1.54,2.14,0,STOP_LOSS
